iter	Logloss
580	0.1370663915
581	0.1368548167
582	0.1364776826
583	0.1362745983
584	0.1359177413
585	0.1355555796
586	0.1353389982
587	0.1351833421
588	0.1350219419
589	0.1347617304
590	0.1344884298
591	0.1343402128
592	0.1340196096
593	0.1337599631
594	0.1335468972
595	0.1333107921
596	0.1330337877
597	0.1328967451
598	0.1325468249
599	0.1321119044
600	0.1320151647
601	0.131818829
602	0.1316504605
603	0.1312749586
604	0.130924497
605	0.1308258583
606	0.1306983578
607	0.1304648502
608	0.1302162681
609	0.1300919849
610	0.1299213565
611	0.1297344766
612	0.1295198491
613	0.1293548236
614	0.1290578717
615	0.1288678451
616	0.1287247209
617	0.1285854182
618	0.1283875366
619	0.1281207806
620	0.1279294043
621	0.1277325742
622	0.1275790682
623	0.1273725783
624	0.1272642562
625	0.1270024674
626	0.1268464739
627	0.1266039263
628	0.1265135506
629	0.1262656121
630	0.1260575056
631	0.125805463
632	0.1256491713
633	0.1253023978
634	0.1250532822
635	0.1248471532
636	0.1245357939
637	0.1243285664
638	0.1240823542
639	0.1238938028
640	0.1236879877
641	0.123420855
642	0.1231150986
643	0.1227553695
644	0.1226247615
645	0.12250481
646	0.1223953422
647	0.1222602457
648	0.1220619168
649	0.1219415101
650	0.1217165401
651	0.1214384606
652	0.1212190307
653	0.1210441727
654	0.1209013545
655	0.1207271321
656	0.1205433675
657	0.120463201
658	0.1203502648
659	0.1200896688
660	0.1199276329
661	0.1197881577
662	0.1195516759
663	0.1193059738
664	0.1191084532
665	0.1188864494
666	0.1186990673
667	0.1185408844
668	0.1183853068
669	0.1182256251
670	0.1182221802
671	0.117867285
672	0.1177835402
673	0.1176394037
674	0.1174649301
675	0.1173337101
676	0.1171880199
677	0.1170148489
678	0.1167887568
679	0.1163493399
680	0.1162612086
681	0.11604746
682	0.1158955784
683	0.1157232628
684	0.1155768742
685	0.1154208101
686	0.1153351584
687	0.1151382185
688	0.1149737579
689	0.1147804355
690	0.1146566231
691	0.1145612331
692	0.114454402
693	0.1142886467
694	0.1141623075
695	0.1140529418
696	0.1139405863
697	0.1137860602
698	0.1136524389
699	0.1134349708
700	0.1132151642
701	0.1130064065
702	0.1129908691
703	0.112954733
704	0.1126194085
705	0.1124307316
706	0.1123132441
707	0.1121008688
708	0.112012761
709	0.111906793
710	0.1118105085
711	0.1116818231
712	0.1115118773
713	0.1113981564
714	0.1112609568
715	0.1111624123
716	0.1109960919
717	0.110821328
718	0.1107242117
719	0.1105183966
720	0.1104524256
721	0.1102580517
722	0.1100772847
723	0.1100297074
724	0.1098567405
725	0.1097373932
726	0.1095481435
727	0.1093956027
728	0.109294806
729	0.1090606941
730	0.1088442069
731	0.1087075959
732	0.1085872991
733	0.1084358804
734	0.108301906
735	0.1080494789
736	0.1079537358
737	0.107804224
738	0.1076324656
739	0.1074978477
740	0.107186716
741	0.1070173274
742	0.1067661558
743	0.106567152
744	0.1062996113
745	0.106173178
746	0.1060847406
747	0.1059524376
748	0.1058388265
749	0.1056959378
750	0.1055224451
751	0.1052061108
752	0.1051077703
753	0.1049091824
754	0.1045842711
755	0.1045526
756	0.1042556874
757	0.1040811589
758	0.1040287556
759	0.1038725816
760	0.1037326198
761	0.1035973192
762	0.1035457321
763	0.1034273343
764	0.1032392773
765	0.1031499532
766	0.1030527113
767	0.1029172616
768	0.1028273097
769	0.102587642
770	0.1024248921
771	0.1022648024
772	0.102180367
773	0.1020670463
774	0.1019611176
775	0.1018405697
776	0.1016028324
777	0.1014852821
778	0.1013460187
779	0.1011508443
780	0.100878713
781	0.1007495567
782	0.1006114469
783	0.1004650818
784	0.1002631118
785	0.1001274817
786	0.09995204292
787	0.09982445609
788	0.09964674951
789	0.09949344757
790	0.09940814903
791	0.09933887438
792	0.09919502041
793	0.09900129779
794	0.09893397708
795	0.09878384539
796	0.09865869903
797	0.09851649295
798	0.09840789623
799	0.09826548613
800	0.0981295107
801	0.09799350388
802	0.09776056905
803	0.09767177853
804	0.09743785496
805	0.09730410027
806	0.09702106922
807	0.09690977308
808	0.09675020126
809	0.0965849638
810	0.09651944009
811	0.09644324426
812	0.09639493719
813	0.09623041382
814	0.09600523198
815	0.0958960938
816	0.09567020571
817	0.09550751858
818	0.09537654962
819	0.0952212702
820	0.09511506686
821	0.09496231421
822	0.0947592064
823	0.09465104912
824	0.09454198157
825	0.09441528147
826	0.09428080484
827	0.09417372262
828	0.09411176936
829	0.09398093381
830	0.09385585022
831	0.09366463084
832	0.09355524156
833	0.09341174855
834	0.09334556568
835	0.09325139987
836	0.09308022212
837	0.09298158343
838	0.09283366463
839	0.09275321564
840	0.09254650598
841	0.09247627398
842	0.09234863222
843	0.09223631595
844	0.0921125036
845	0.09185608225
846	0.09176313274
847	0.0916690454
848	0.09151513138
849	0.09140289358
850	0.09125485707
851	0.091096941
852	0.09100501163
853	0.09083050668
854	0.09071426684
855	0.09047344562
856	0.09036978475
857	0.09025537329
858	0.09012971686
859	0.08999282331
860	0.0898105026
861	0.08968115016
862	0.08956964215
863	0.08939586699
864	0.089283998
865	0.08908845484
866	0.08900455311
867	0.08893545109
868	0.08873956266
869	0.08863185267
870	0.08850465035
871	0.08827900552
872	0.08820188372
873	0.08801607888
874	0.08793527676
875	0.0878453641
876	0.08776677489
877	0.08768368925
878	0.08754829451
879	0.08746632317
880	0.08731707035
881	0.08717711641
882	0.08711464524
883	0.08698187145
884	0.0868365736
885	0.08671021877
886	0.08659514815
887	0.0864380168
888	0.08631755518
889	0.0861168329
890	0.08601325051
891	0.08584652209
892	0.08572327474
893	0.08563170633
894	0.0854814177
895	0.08532215192
896	0.08519444738
897	0.08511409255
898	0.08499239109
899	0.08487285544
900	0.08467983121
901	0.08454120344
902	0.08443091958
903	0.08431013623
904	0.08416408506
905	0.08402749755
906	0.08387190424
907	0.08369633993
908	0.08358742932
909	0.08348037848
910	0.08336934129
911	0.08327957773
912	0.08317146753
913	0.08309574253
914	0.08294219732
915	0.08276365109
916	0.08270212158
917	0.08262554123
918	0.08250476573
919	0.08239298306
920	0.08230658593
921	0.08223695031
922	0.0821635873
923	0.08203879405
924	0.08198168249
925	0.08187135155
926	0.08178971763
927	0.08167835871
928	0.0815248449
929	0.0813693379
930	0.08120070263
931	0.08103763883
932	0.08093409567
933	0.08080845493
934	0.08068501925
935	0.08058620792
936	0.08044240103
937	0.08025676883
938	0.08011715232
939	0.08001670878
940	0.07990515368
941	0.07983005645
942	0.07967526354
943	0.07956044403
944	0.07949983264
945	0.07941409466
946	0.07923165625
947	0.07907469753
948	0.07899646928
949	0.07889729699
950	0.07871172756
951	0.07853629665
952	0.07844111071
953	0.07830650068
954	0.07822811549
955	0.07815338707
956	0.07810187052
957	0.0780363782
958	0.07793639765
959	0.0778383475
960	0.07773627175
961	0.07767611549
962	0.07757674702
963	0.07744601348
964	0.07728750103
965	0.0771860923
966	0.07712960066
967	0.07700963341
968	0.07699134955
969	0.07691866139
970	0.07683016907
971	0.07677845634
972	0.07671831578
973	0.076641398
974	0.07653861602
975	0.07630397835
976	0.07619316873
977	0.0761043076
978	0.07603271019
979	0.07590881152
980	0.075700093
981	0.07564373476
982	0.07555108345
983	0.07538095721
984	0.0753195611
985	0.07519281392
986	0.07512040041
987	0.07499045159
988	0.0748891998
989	0.07481031239
990	0.0747034185
991	0.0746030142
992	0.07450132297
993	0.07437134276
994	0.07427794596
995	0.07419771669
996	0.07412263515
997	0.07403002307
998	0.07394287261
999	0.07383974536
1000	0.07369132434
1001	0.07357699135
1002	0.07350500943
1003	0.07339946525
1004	0.07329869998
1005	0.07322744001
1006	0.07315038098
1007	0.07308450415
1008	0.07293029194
1009	0.07287292926
1010	0.07274664506
1011	0.0726604598
1012	0.07259269965
1013	0.07253197055
1014	0.0724637945
1015	0.07241396509
1016	0.07231771194
1017	0.07219232231
1018	0.07209470375
1019	0.07203367646
1020	0.0719499709
1021	0.07188117492
1022	0.07178853146
1023	0.07170029809
1024	0.07163188663
1025	0.07158285763
1026	0.07149692348
1027	0.07141625476
1028	0.07138440318
1029	0.0712982807
1030	0.07117640659
1031	0.07112140591
1032	0.07105887196
1033	0.07098939329
1034	0.07091544174
1035	0.07082391257
1036	0.07066375221
1037	0.07061947074
1038	0.07052738442
1039	0.07042785901
1040	0.07033993168
1041	0.07027219507
1042	0.07017933188
1043	0.07010296341
1044	0.07003937795
1045	0.06995019507
1046	0.06990505826
1047	0.0697950412
1048	0.06971901016
1049	0.0696598191
1050	0.06957921316
1051	0.06951131961
1052	0.06945512616
1053	0.0693317454
1054	0.06926507601
1055	0.06912385083
1056	0.06904960894
1057	0.06898370856
1058	0.06890973347
1059	0.0688392739
1060	0.06877819167
1061	0.06869275189
1062	0.06865277066
1063	0.06857404019
1064	0.06849407772
1065	0.06838878465
1066	0.06830599721
1067	0.06825103576
1068	0.06819257449
1069	0.06814659018
1070	0.0680756127
1071	0.06800261065
1072	0.06794125378
1073	0.06787973996
1074	0.06782590851
1075	0.06776966013
1076	0.06766945985
1077	0.06757937456
1078	0.06749219271
1079	0.0674201951
1080	0.06733730564
1081	0.06726401325
1082	0.06719372632
1083	0.06713904737
1084	0.06706245133
1085	0.06699809685
1086	0.06689669596
1087	0.06681394775
1088	0.06676170927
1089	0.06669959122
1090	0.06654974202
1091	0.0664620658
1092	0.06638720398
1093	0.06632424629
1094	0.06626198699
1095	0.06620431828
1096	0.06616050764
1097	0.06610665264
1098	0.06603955165
1099	0.06596589829
1100	0.06587889693
1101	0.06579430464
1102	0.06571152112
1103	0.06566061273
1104	0.06559726268
1105	0.06552840785
1106	0.06545271031
1107	0.06537473317
1108	0.06532477035
1109	0.06525890137
1110	0.06520884832
1111	0.06513727053
1112	0.06507854637
1113	0.06496628111
1114	0.0649117591
1115	0.06483957316
1116	0.06478268524
1117	0.0647087533
1118	0.06461627463
1119	0.06447141622
1120	0.06441399861
1121	0.06437403307
1122	0.06430356173
1123	0.06422763662
1124	0.06415109551
1125	0.06408579937
1126	0.06401684645
1127	0.06395884424
1128	0.0638787876
1129	0.06372890309
1130	0.06365206379
1131	0.06360489456
1132	0.06354344352
1133	0.06350359177
1134	0.06344719822
1135	0.06338098788
1136	0.06320366973
1137	0.06313708273
1138	0.06309168696
1139	0.06303526202
1140	0.06297855851
1141	0.06292061907
1142	0.06286630109
1143	0.06281157898
1144	0.06271393688
1145	0.06263998533
1146	0.06257647833
1147	0.06253451569
1148	0.0624881665
1149	0.06243776424
1150	0.06235273644
1151	0.06229467929
1152	0.06224533641
1153	0.06217654043
1154	0.06212217537
1155	0.06207647356
1156	0.06203951348
1157	0.06198623133
1158	0.06193832447
1159	0.06186605613
1160	0.06179842154
1161	0.06166718971
1162	0.06162938213
1163	0.06156581236
1164	0.06148932618
1165	0.06142176613
1166	0.0613436399
1167	0.06127169722
1168	0.06120186149
1169	0.06115236559
1170	0.06111048142
1171	0.06106027927
1172	0.06100425454
1173	0.06092548483
1174	0.06086867146
1175	0.06079526136
1176	0.06074809606
1177	0.06067598074
1178	0.060594441
1179	0.06051438044
1180	0.06043927536
1181	0.06039563735
1182	0.06032756724
1183	0.06022801435
1184	0.06017757287
1185	0.06009389085
1186	0.06002478099
1187	0.05997072589
1188	0.05990103142
1189	0.05982750361
1190	0.05976865783
1191	0.05970942361
1192	0.05964747035
1193	0.05959665612
1194	0.05952982194
1195	0.05946659744
1196	0.0593795333
1197	0.05932407356
1198	0.05921904337
1199	0.05917590365
1200	0.05912454013
1201	0.05907013583
1202	0.05896735777
1203	0.05890295227
1204	0.05885036067
1205	0.05880167694
1206	0.0587378796
1207	0.05868178817
1208	0.05859058073
1209	0.05851734719
1210	0.05846585027
1211	0.05841988165
1212	0.05836732928
1213	0.05829450772
1214	0.05823187569
1215	0.05816923973
1216	0.05810952683
1217	0.05804606692
1218	0.05790793744
1219	0.05782315682
1220	0.05776969811
1221	0.05773324024
1222	0.05766495433
1223	0.05761926822
1224	0.05756594291
1225	0.05744677607
1226	0.05732660872
1227	0.05728674912
1228	0.05720973325
1229	0.0571656715
1230	0.05703763738
1231	0.05696281872
1232	0.05689553333
1233	0.05684980798
1234	0.05679063653
1235	0.05673517287
1236	0.05667777488
1237	0.05662309594
1238	0.05653654971
1239	0.05645826653
1240	0.05642276602
1241	0.05636233118
1242	0.05626936206
1243	0.05619417458
1244	0.0561329001
1245	0.05607890778
1246	0.05604297175
1247	0.05595132488
1248	0.05589300485
1249	0.0558168404
1250	0.05575395333
1251	0.05570370802
1252	0.05564429332
1253	0.05559819523
1254	0.05551261028
1255	0.05541656115
1256	0.05531213126
1257	0.05524293901
1258	0.05518075034
1259	0.05509760192
1260	0.05498882472
1261	0.05493385935
1262	0.05482934314
1263	0.05478378258
1264	0.05472966078
1265	0.05467938408
1266	0.05464743441
1267	0.05460777491
1268	0.05451627713
1269	0.05445599923
1270	0.05441619848
1271	0.05436900179
1272	0.05430945369
1273	0.05424627235
1274	0.05420354461
1275	0.05409759238
1276	0.05405352278
1277	0.05399439057
1278	0.05389690542
1279	0.05377139808
1280	0.05373007891
1281	0.0536233812
1282	0.0535534003
1283	0.05351797042
1284	0.05346220856
1285	0.0534289131
1286	0.05336635169
1287	0.05331454872
1288	0.05326181586
1289	0.05320804326
1290	0.05315625991
1291	0.05311923313
1292	0.05302132815
1293	0.05297219321
1294	0.0528912577
1295	0.05283687694
1296	0.05279310553
1297	0.05267470379
1298	0.05261569322
1299	0.05255510144
1300	0.05246655811
1301	0.05240466371
1302	0.05231706596
1303	0.05226456067
1304	0.05212505794
1305	0.05206627886
1306	0.05199800864
1307	0.05196078961
1308	0.0519256069
1309	0.05186809121
1310	0.05180992028
1311	0.05176485409
1312	0.05172462567
1313	0.05165322052
1314	0.05160795031
1315	0.05153968402
1316	0.05149698767
1317	0.05143751019
1318	0.05136438258
1319	0.05131664837
1320	0.05126603424
1321	0.0512312282
1322	0.05109854465
1323	0.05106178859
1324	0.05101684404
1325	0.05098310521
1326	0.05091173929
1327	0.05083172974
1328	0.05078907655
1329	0.05070053715
1330	0.05065754261
1331	0.05061769085
1332	0.05055042115
1333	0.05048725158
1334	0.05045494486
1335	0.0504150264
1336	0.05033027325
1337	0.05027260061
1338	0.05021857298
1339	0.05018251924
1340	0.05014774459
1341	0.05011834132
1342	0.05008391586
1343	0.05002938601
1344	0.05000260368
1345	0.04992443037
1346	0.04988834524
1347	0.04984562535
1348	0.0498020972
1349	0.04977113235
1350	0.04972741194
1351	0.04969399878
1352	0.04965410386
1353	0.04962573248
1354	0.04960199878
1355	0.04951936828
1356	0.04947317994
1357	0.04940600048
1358	0.04935257708
1359	0.04931179151
1360	0.04927997524
1361	0.04917562775
1362	0.04915851703
1363	0.04911416494
1364	0.04906194215
1365	0.04902655149
1366	0.04897569411
1367	0.0489181431
1368	0.04887344573
1369	0.0488185039
1370	0.04878339182
1371	0.04874788347
1372	0.0487172992
1373	0.04869384798
1374	0.04865741366
1375	0.04863101585
1376	0.04855901431
1377	0.048515443
1378	0.04845724461
1379	0.04841149179
1380	0.04835683246
1381	0.04832000578
1382	0.04827366443
1383	0.04821129528
1384	0.04814133793
1385	0.04809260712
1386	0.0480419106
1387	0.04799681694
1388	0.04795084833
1389	0.04790571937
1390	0.04784523745
1391	0.04778858494
1392	0.04776505919
1393	0.04773239542
1394	0.04768761565
1395	0.04764277311
1396	0.04760966205
1397	0.04756097833
1398	0.04751225144
1399	0.04742806328
1400	0.04736468577
1401	0.04731227857
1402	0.04727691538
1403	0.04725271085
1404	0.04721772825
1405	0.04718708512
1406	0.047137138
1407	0.04707582037
1408	0.04703163306
1409	0.04699319379
1410	0.04695201586
1411	0.04690799727
1412	0.04685570778
1413	0.04680124855
1414	0.04677248482
1415	0.04673652917
1416	0.04667541164
1417	0.04664794268
1418	0.04661075504
1419	0.0465694751
1420	0.04654498806
1421	0.04646000734
1422	0.04642106585
1423	0.04638900239
1424	0.04633634801
1425	0.04630347237
1426	0.04626921956
1427	0.04623814484
1428	0.04617898517
1429	0.04612798653
1430	0.0460829125
1431	0.04603393058
1432	0.04600200052
1433	0.04596136013
1434	0.04592416855
1435	0.04587805869
1436	0.04583474634
1437	0.04579241489
1438	0.04574830997
1439	0.04570474259
1440	0.04565787156
1441	0.04559356808
1442	0.04555552901
1443	0.04551945174
1444	0.04549629479
1445	0.04544249473
1446	0.04539895873
1447	0.04535302543
1448	0.04530330196
1449	0.04525603465
1450	0.04518781936
1451	0.04513236355
1452	0.04509762421
1453	0.04505073356
1454	0.04499529344
1455	0.04496496812
1456	0.04492228747
1457	0.04489062421
1458	0.044843557
1459	0.0447793006
1460	0.04474443179
1461	0.04472425676
1462	0.04469680743
1463	0.04466756894
1464	0.04462677553
1465	0.04455443657
1466	0.04451179122
1467	0.04448419672
1468	0.04441173612
1469	0.04437394424
1470	0.04434710699
1471	0.04430550139
1472	0.04428509095
1473	0.04423544595
1474	0.04420177775
1475	0.04417669826
1476	0.04411457628
1477	0.04408751538
1478	0.044033629
1479	0.04399579788
1480	0.04397351197
1481	0.04393251453
1482	0.04382173238
1483	0.04378580027
1484	0.04376274534
1485	0.04372451795
1486	0.04370258908
1487	0.04365654985
1488	0.04360386408
1489	0.04355742464
1490	0.04348904848
1491	0.04344657186
1492	0.04337318138
1493	0.04334142788
1494	0.04330490331
1495	0.04326748417
1496	0.04322485845
1497	0.0432016505
1498	0.04316823733
1499	0.04314530796
